product_id,product_name,category,sale_id,units_sold,price_per_unit,sale_date
PROD1004,Election,Toys,1579,2,51330,2025-01-17
PROD1004,Election,Toys,1648,10,65599,2024-01-28
PROD1004,Election,Toys,1750,9,48668,2025-06-09
PROD1004,Election,Toys,1860,10,9157,2024-07-31
PROD1004,Election,Toys,1878,5,40666,2023-09-23
PROD1004,Election,Toys,1951,2,33646,2025-02-07
PROD1005,Somebody,Electronics,1292,5,45248,2024-08-17
PROD1005,Somebody,Electronics,1379,2,59169,2024-02-18
PROD1005,Somebody,Electronics,1380,8,5577,2024-09-13
PROD1005,Somebody,Electronics,1531,9,61269,2025-06-16
PROD1005,Somebody,Electronics,1584,9,37015,2024-04-08
PROD1005,Somebody,Electronics,1763,4,26864,2025-03-30
PROD1005,Somebody,Electronics,1864,10,44731,2025-05-11
PROD1005,Somebody,Electronics,1995,4,12285,2023-12-17
PROD1006,Security,Clothing,1111,4,27155,2023-10-11
PROD1006,Security,Clothing,1165,9,8929,2024-06-23
PROD1006,Security,Clothing,1216,7,47020,2024-03-13
PROD1006,Security,Clothing,1284,1,18932,2024-05-06
PROD1006,Security,Clothing,1401,4,40047,2023-08-31
PROD1006,Security,Clothing,1460,6,21183,2023-09-03
PROD1006,Security,Clothing,1462,5,48611,2025-01-03
PROD1006,Security,Clothing,1465,8,53276,2024-10-05
PROD1006,Security,Clothing,1519,8,53051,2025-04-04
PROD1006,Security,Clothing,1678,10,10363,2025-01-26
PROD1006,Security,Clothing,1689,3,7026,2024-02-12
PROD1006,Security,Clothing,1811,6,1122,2023-11-08
PROD1006,Security,Clothing,1911,4,37694,2023-12-09
PROD1006,Security,Clothing,1955,7,34382,2024-05-16
PROD1007,Performance,Toys,1046,9,68570,2023-07-27
PROD1007,Performance,Toys,1120,7,69645,2024-04-06
PROD1007,Performance,Toys,1784,5,12537,2024-10-13
PROD1007,Performance,Toys,1821,8,42374,2024-01-11
PROD1007,Performance,Toys,1935,9,68055,2024-02-23
PROD1008,Also,Toys,1102,1,24915,2025-05-06
PROD1008,Also,Toys,1142,8,29908,2024-09-24
PROD1008,Also,Toys,1186,2,67560,2023-11-03
PROD1008,Also,Toys,1188,3,56567,2025-02-09
PROD1008,Also,Toys,1210,2,55134,2024-07-26
PROD1008,Also,Toys,1237,10,51451,2024-03-22
PROD1008,Also,Toys,1339,3,28350,2025-01-23
PROD1008,Also,Toys,1420,4,66358,2024-01-19
PROD1008,Also,Toys,1432,4,43371,2024-03-18
PROD1008,Also,Toys,1440,9,61309,2025-05-24
PROD1008,Also,Toys,1690,6,53216,2024-05-10
PROD1008,Also,Toys,1879,3,27869,2024-05-11
PROD1008,Also,Toys,1919,10,15652,2024-01-10
PROD1008,Also,Toys,1927,7,50970,2024-02-21
PROD1008,Also,Toys,1960,4,68052,2023-08-31
PROD1009,Industry,Electronics,1027,9,13813,2024-09-27
PROD1009,Industry,Electronics,1141,4,8966,2024-01-04
PROD1009,Industry,Electronics,1255,4,43455,2024-02-04
PROD1009,Industry,Electronics,1314,4,51329,2024-08-18
PROD1009,Industry,Electronics,1497,1,41291,2023-09-12
PROD1009,Industry,Electronics,1545,3,44247,2024-01-27
PROD1009,Industry,Electronics,1894,1,9587,2024-10-02
PROD1010,Return,Home,1041,9,7336,2024-02-09
PROD1010,Return,Home,1593,8,53771,2023-07-01
PROD1010,Return,Home,1598,8,61861,2024-03-12
PROD1010,Return,Home,1726,3,63314,2024-04-30
PROD1010,Return,Home,1759,10,69461,2024-01-25
PROD1010,Return,Home,1828,9,22415,2024-02-12
PROD1011,Safe,Toys,1005,8,68895,2023-12-29
PROD1011,Safe,Toys,1035,7,20113,2024-09-23
PROD1011,Safe,Toys,1077,2,52006,2024-11-12
PROD1011,Safe,Toys,1140,10,28893,2025-04-29
PROD1011,Safe,Toys,1187,2,36337,2025-02-26
PROD1011,Safe,Toys,1218,8,14906,2025-05-18
PROD1011,Safe,Toys,1235,1,23633,2024-11-01
PROD1011,Safe,Toys,1316,5,32761,2024-12-08
PROD1011,Safe,Toys,1446,3,32491,2025-03-20
PROD1011,Safe,Toys,1480,8,37300,2025-05-08
PROD1011,Safe,Toys,1536,7,14212,2024-03-31
PROD1011,Safe,Toys,1697,7,49188,2024-06-15
PROD1011,Safe,Toys,1713,9,22184,2024-10-25
PROD1011,Safe,Toys,1746,1,37983,2024-07-06
PROD1011,Safe,Toys,1796,8,5779,2024-08-19
PROD1012,That,Home,1011,6,51941,2025-05-05
PROD1012,That,Home,1012,9,28031,2023-12-20
PROD1012,That,Home,1175,10,43997,2025-06-05
PROD1012,That,Home,1181,10,778,2023-08-02
PROD1012,That,Home,1345,7,63542,2024-07-25
PROD1012,That,Home,1402,9,60422,2024-11-16
PROD1012,That,Home,1476,2,32775,2024-05-04
PROD1012,That,Home,1572,3,24738,2023-11-02
PROD1012,That,Home,1614,5,42048,2024-02-19
PROD1012,That,Home,1703,3,3955,2024-05-02
PROD1012,That,Home,1978,9,62119,2024-03-31
PROD1013,Join,Toys,1095,7,53962,2023-09-22
PROD1013,Join,Toys,1482,7,26202,2025-01-26
PROD1013,Join,Toys,1694,9,35803,2024-01-27
PROD1013,Join,Toys,1709,2,7394,2024-12-10
PROD1013,Join,Toys,1736,5,55567,2024-04-10
PROD1014,Outside,Home,1008,2,22433,2023-11-09
PROD1014,Outside,Home,1100,3,46516,2024-12-02
PROD1014,Outside,Home,1184,10,61251,2024-09-10
PROD1014,Outside,Home,1475,2,69057,2025-05-29
PROD1014,Outside,Home,1501,1,44078,2025-01-24
PROD1014,Outside,Home,1507,3,59836,2024-08-15
PROD1014,Outside,Home,1663,7,29844,2023-08-05
PROD1014,Outside,Home,1731,2,43281,2023-09-10
PROD1014,Outside,Home,1754,4,56394,2023-07-21
PROD1014,Outside,Home,1838,8,9524,2025-01-30
PROD1014,Outside,Home,1862,1,15644,2024-09-30
PROD1014,Outside,Home,1863,10,39578,2023-12-17
PROD1014,Outside,Home,1880,3,57977,2025-01-02
PROD1014,Outside,Home,1889,4,58106,2024-02-09
PROD1014,Outside,Home,1897,7,10422,2024-05-13
PROD1014,Outside,Home,1913,4,50502,2024-02-11
PROD1015,Set,Home,1075,2,13382,2024-07-08
PROD1015,Set,Home,1084,4,40863,2025-01-16
PROD1015,Set,Home,1136,10,20843,2025-02-08
PROD1015,Set,Home,1254,7,65493,2024-12-10
PROD1015,Set,Home,1357,9,18109,2024-06-02
PROD1015,Set,Home,1360,5,61733,2024-08-14
PROD1015,Set,Home,1431,9,58013,2024-03-07
PROD1015,Set,Home,1975,9,23149,2024-07-18
PROD1016,Loss,Home,1055,9,62573,2024-07-02
PROD1016,Loss,Home,1057,5,28259,2024-06-22
PROD1016,Loss,Home,1156,6,27026,2025-03-17
PROD1016,Loss,Home,1282,6,41279,2025-06-06
PROD1016,Loss,Home,1370,3,25798,2024-10-04
PROD1016,Loss,Home,1525,5,67140,2024-01-25
PROD1016,Loss,Home,1578,10,14489,2025-02-12
PROD1016,Loss,Home,1701,8,66240,2023-10-05
PROD1016,Loss,Home,1934,2,7346,2023-11-06
PROD1016,Loss,Home,1986,10,5070,2024-02-04
PROD1017,Around,Toys,1341,1,32726,2024-04-04
PROD1017,Around,Toys,1399,10,16368,2024-09-01
PROD1017,Around,Toys,1777,1,4226,2025-02-27
PROD1017,Around,Toys,1904,6,52472,2024-05-25
PROD1017,Around,Toys,1964,7,1763,2023-08-26
PROD1018,Natural,Electronics,1028,7,12975,2023-10-16
PROD1018,Natural,Electronics,1038,5,12136,2025-04-29
PROD1018,Natural,Electronics,1195,6,45253,2024-08-21
PROD1018,Natural,Electronics,1275,10,35879,2023-08-01
PROD1018,Natural,Electronics,1300,6,45036,2024-11-23
PROD1018,Natural,Electronics,1304,4,23625,2025-05-10
PROD1018,Natural,Electronics,1368,9,24262,2024-08-02
PROD1018,Natural,Electronics,1450,3,39245,2025-03-29
PROD1018,Natural,Electronics,1495,10,31398,2023-12-15
PROD1018,Natural,Electronics,1540,4,19986,2024-07-05
PROD1018,Natural,Electronics,1594,10,28348,2024-10-04
PROD1018,Natural,Electronics,1813,9,58176,2024-06-30
PROD1018,Natural,Electronics,1912,6,26122,2024-03-10
PROD1019,System,Clothing,1455,5,15128,2025-06-22
PROD1019,System,Clothing,1727,1,62324,2025-04-28
PROD1019,System,Clothing,1849,5,24043,2025-05-20
PROD1020,Political,Home,1128,2,6971,2024-08-19
PROD1020,Political,Home,1261,3,22335,2024-03-24
PROD1020,Political,Home,1352,7,34325,2024-06-01
PROD1020,Political,Home,1364,9,59014,2023-12-28
PROD1020,Political,Home,1583,2,55515,2024-02-06
PROD1020,Political,Home,1626,9,57802,2025-02-20
PROD1020,Political,Home,1765,2,36000,2025-03-18
PROD1020,Political,Home,1868,1,7479,2024-11-02
PROD1021,Another,Home,1234,5,16473,2023-08-28
PROD1021,Another,Home,1242,8,31180,2025-06-11
PROD1021,Another,Home,1265,4,14501,2024-08-09
PROD1021,Another,Home,1277,7,7926,2025-05-17
PROD1021,Another,Home,1457,7,55749,2024-01-07
PROD1021,Another,Home,1562,8,53269,2024-04-01
PROD1021,Another,Home,1627,10,41406,2023-11-03
PROD1021,Another,Home,1654,5,4150,2023-09-22
PROD1021,Another,Home,1795,2,45323,2025-05-08
PROD1021,Another,Home,1798,8,61462,2023-08-26
PROD1021,Another,Home,1966,6,65983,2025-05-14
PROD1022,Pull,Electronics,1409,7,31866,2024-10-23
PROD1022,Pull,Electronics,1891,9,43659,2025-02-18
PROD1023,Allow,Home,1257,8,61373,2023-12-06
PROD1023,Allow,Home,1683,8,62913,2023-10-31
PROD1023,Allow,Home,1735,6,8554,2025-01-09
PROD1023,Allow,Home,1967,10,8617,2024-12-15
PROD1024,Exist,Home,1224,9,66018,2024-01-08
PROD1024,Exist,Home,1253,7,39512,2024-12-06
PROD1024,Exist,Home,1411,1,50201,2023-11-28
PROD1024,Exist,Home,1577,10,3220,2024-07-12
PROD1024,Exist,Home,1799,4,23397,2024-05-12
PROD1024,Exist,Home,1825,7,32784,2023-10-29
PROD1025,Rock,Clothing,1059,1,18680,2023-12-25
PROD1025,Rock,Clothing,1449,1,38844,2024-11-02
PROD1025,Rock,Clothing,1492,6,24331,2024-04-29
PROD1025,Rock,Clothing,1533,10,13731,2024-10-26
PROD1025,Rock,Clothing,1603,3,5387,2025-02-15
PROD1025,Rock,Clothing,1771,6,30348,2024-06-11
PROD1025,Rock,Clothing,1832,3,46251,2023-10-28
PROD1025,Rock,Clothing,1873,9,17560,2024-06-17
PROD1025,Rock,Clothing,1886,7,49982,2024-12-21
PROD1025,Rock,Clothing,1929,5,55729,2025-02-24
PROD1025,Rock,Clothing,1932,5,47444,2024-05-23
PROD1026,Reason,Home,1013,9,57099,2024-06-27
PROD1026,Reason,Home,1080,9,8841,2024-01-25
PROD1026,Reason,Home,1243,9,57204,2024-07-20
PROD1026,Reason,Home,1371,4,15579,2024-07-01
PROD1026,Reason,Home,1394,3,21598,2023-08-05
PROD1026,Reason,Home,1468,4,56383,2025-01-11
PROD1026,Reason,Home,1490,5,37999,2025-02-16
PROD1026,Reason,Home,1547,8,32301,2024-09-20
PROD1026,Reason,Home,1807,8,19937,2023-07-06
PROD1026,Reason,Home,1841,5,33089,2023-09-22
PROD1026,Reason,Home,1939,4,47783,2025-03-05
PROD1027,Everybody,Electronics,1126,3,40527,2024-05-31
PROD1027,Everybody,Electronics,1161,8,51022,2024-12-10
PROD1027,Everybody,Electronics,1325,6,29678,2025-03-05
PROD1027,Everybody,Electronics,1768,3,68211,2024-06-04
PROD1027,Everybody,Electronics,1818,7,65699,2025-05-04
PROD1027,Everybody,Electronics,1996,2,24859,2024-09-13
PROD1028,Evidence,Electronics,1219,6,37959,2024-02-21
PROD1028,Evidence,Electronics,1236,8,8612,2024-05-31
PROD1028,Evidence,Electronics,1251,1,44399,2024-10-04
PROD1028,Evidence,Electronics,1322,5,34461,2023-09-23
PROD1028,Evidence,Electronics,1355,4,45386,2023-10-28
PROD1028,Evidence,Electronics,1381,7,69233,2024-07-04
PROD1028,Evidence,Electronics,1425,3,6864,2024-08-21
PROD1028,Evidence,Electronics,1504,2,30182,2024-11-29
PROD1028,Evidence,Electronics,1563,10,45141,2023-08-27
PROD1028,Evidence,Electronics,1617,4,23013,2024-09-24
PROD1028,Evidence,Electronics,1628,5,19749,2025-01-24
PROD1028,Evidence,Electronics,1696,9,57313,2025-02-25
PROD1028,Evidence,Electronics,1734,3,28889,2024-05-06
PROD1028,Evidence,Electronics,1804,7,61831,2023-12-09
PROD1028,Evidence,Electronics,1845,8,33321,2024-08-04
PROD1028,Evidence,Electronics,1848,4,43413,2025-01-25
PROD1028,Evidence,Electronics,1976,7,24047,2025-06-19
PROD1029,Table,Electronics,1278,8,41384,2025-03-23
PROD1029,Table,Electronics,1390,3,62635,2025-01-25
PROD1029,Table,Electronics,1403,7,65975,2024-03-13
PROD1029,Table,Electronics,1668,8,34263,2024-07-29
PROD1029,Table,Electronics,1680,7,26250,2025-04-15
PROD1029,Table,Electronics,1802,7,20703,2024-07-20
PROD1029,Table,Electronics,1817,5,48335,2025-02-21
PROD1029,Table,Electronics,1869,9,39901,2024-09-27
PROD1029,Table,Electronics,1962,6,62830,2025-02-09
PROD1029,Table,Electronics,1981,9,30424,2025-02-19
PROD1030,Hard,Electronics,1026,5,55330,2023-08-12
PROD1030,Hard,Electronics,1072,2,40514,2024-01-27
PROD1030,Hard,Electronics,1098,9,14797,2024-12-14
PROD1030,Hard,Electronics,1101,6,67589,2025-05-23
PROD1030,Hard,Electronics,1198,5,47730,2024-02-05
PROD1030,Hard,Electronics,1434,3,40000,2023-07-27
PROD1030,Hard,Electronics,1670,9,49199,2023-08-31
PROD1030,Hard,Electronics,1906,4,61173,2023-08-20
PROD1030,Hard,Electronics,1947,2,67884,2024-06-28
PROD1031,Land,Toys,1150,5,53497,2024-07-04
PROD1031,Land,Toys,1252,2,34142,2025-04-13
PROD1031,Land,Toys,1329,4,24687,2025-01-25
PROD1031,Land,Toys,1342,2,27614,2024-03-08
PROD1031,Land,Toys,1416,8,34907,2024-11-30
PROD1031,Land,Toys,1459,1,60161,2024-08-21
PROD1031,Land,Toys,1506,9,6027,2023-12-21
PROD1031,Land,Toys,1576,2,19893,2024-05-18
PROD1031,Land,Toys,1634,10,14167,2023-10-03
PROD1031,Land,Toys,1672,5,10243,2023-07-24
PROD1032,Focus,Clothing,1103,8,45942,2025-04-05
PROD1032,Focus,Clothing,1197,2,64077,2023-08-26
PROD1032,Focus,Clothing,1274,6,26747,2024-10-16
PROD1032,Focus,Clothing,1299,2,61134,2024-09-13
PROD1032,Focus,Clothing,1367,5,44174,2024-02-25
PROD1032,Focus,Clothing,1428,6,66949,2023-09-11
PROD1032,Focus,Clothing,1442,6,2019,2024-04-16
PROD1032,Focus,Clothing,1571,2,43541,2023-11-26
PROD1032,Focus,Clothing,1667,8,45722,2025-05-27
PROD1032,Focus,Clothing,1702,3,36431,2024-05-06
PROD1032,Focus,Clothing,1837,9,8056,2025-04-30
PROD1032,Focus,Clothing,1903,8,25603,2024-06-13
PROD1033,Appear,Clothing,1029,1,23318,2024-04-18
PROD1033,Appear,Clothing,1091,4,29015,2024-12-09
PROD1033,Appear,Clothing,1259,2,14256,2024-11-17
PROD1033,Appear,Clothing,1263,9,19427,2024-05-29
PROD1033,Appear,Clothing,1297,5,1543,2024-08-06
PROD1033,Appear,Clothing,1419,8,35522,2024-11-03
PROD1033,Appear,Clothing,1498,5,21459,2025-06-15
PROD1033,Appear,Clothing,1688,3,69163,2024-05-27
PROD1033,Appear,Clothing,1950,1,22998,2025-06-22
PROD1033,Appear,Clothing,1984,6,61262,2024-09-25
PROD1034,Leader,Clothing,1202,10,67101,2023-10-22
PROD1034,Leader,Clothing,1288,5,59546,2024-08-13
PROD1034,Leader,Clothing,1388,5,52997,2024-06-25
PROD1034,Leader,Clothing,1418,3,36846,2024-05-18
PROD1034,Leader,Clothing,1748,7,32766,2025-01-27
PROD1034,Leader,Clothing,1877,1,25234,2024-11-11
PROD1034,Leader,Clothing,1898,1,53771,2025-03-06
PROD1035,Talk,Home,1082,6,65277,2024-08-05
PROD1035,Talk,Home,1291,7,26005,2024-05-26
PROD1035,Talk,Home,1530,7,26617,2023-10-25
PROD1035,Talk,Home,1607,8,26318,2023-11-30
PROD1036,Store,Clothing,1006,6,1348,2025-01-08
PROD1036,Store,Clothing,1137,3,5364,2023-08-19
PROD1036,Store,Clothing,1174,5,50141,2023-08-25
PROD1036,Store,Clothing,1385,4,15940,2025-02-04
PROD1036,Store,Clothing,1415,9,29566,2023-08-31
PROD1036,Store,Clothing,1660,1,15527,2025-01-14
PROD1036,Store,Clothing,1673,5,56987,2024-05-25
PROD1036,Store,Clothing,1858,7,26324,2025-01-22
PROD1036,Store,Clothing,1977,8,9691,2024-10-06
PROD1037,No,Home,1343,5,16579,2025-01-29
PROD1037,No,Home,1374,8,18685,2025-05-02
PROD1037,No,Home,1430,1,60975,2023-10-17
PROD1037,No,Home,1439,7,33208,2024-03-01
PROD1037,No,Home,1505,7,6410,2023-11-21
PROD1037,No,Home,1548,9,8715,2024-05-27
PROD1037,No,Home,1587,5,18761,2025-02-04
PROD1037,No,Home,1664,10,27112,2024-02-22
PROD1037,No,Home,1785,1,32063,2024-12-20
PROD1038,Apply,Toys,1096,5,11441,2024-04-30
PROD1038,Apply,Toys,1169,4,57034,2024-12-29
PROD1038,Apply,Toys,1173,3,28345,2024-04-07
PROD1038,Apply,Toys,1192,7,44563,2025-06-23
PROD1038,Apply,Toys,1283,7,62204,2025-01-23
PROD1038,Apply,Toys,1294,4,17977,2024-07-18
PROD1038,Apply,Toys,1309,1,66530,2023-08-27
PROD1038,Apply,Toys,1453,7,18540,2024-03-28
PROD1038,Apply,Toys,1556,3,35955,2025-02-16
PROD1038,Apply,Toys,1624,7,48809,2025-04-02
PROD1038,Apply,Toys,1635,1,55534,2024-11-14
PROD1038,Apply,Toys,1640,5,61109,2023-10-29
PROD1038,Apply,Toys,1853,9,59082,2024-10-06
PROD1038,Apply,Toys,1875,3,36807,2023-09-03
PROD1039,Music,Clothing,1092,9,35050,2025-01-14
PROD1039,Music,Clothing,1114,4,31457,2023-11-01
PROD1039,Music,Clothing,1238,2,44639,2024-08-11
PROD1039,Music,Clothing,1361,2,6703,2024-06-20
PROD1039,Music,Clothing,1400,7,1901,2024-02-16
PROD1039,Music,Clothing,1426,10,33466,2024-11-02
PROD1039,Music,Clothing,1610,5,26520,2024-01-27
PROD1039,Music,Clothing,1692,5,53416,2024-07-03
PROD1039,Music,Clothing,1707,2,55500,2023-07-25
PROD1039,Music,Clothing,1715,3,33033,2024-08-16
PROD1039,Music,Clothing,1719,10,48875,2024-06-22
PROD1039,Music,Clothing,1791,10,7882,2023-07-01
PROD1039,Music,Clothing,1820,6,12080,2023-10-02
PROD1039,Music,Clothing,1982,9,2864,2024-03-29
PROD1040,Important,Clothing,1047,3,22945,2025-02-13
PROD1040,Important,Clothing,1052,10,38627,2025-04-07
PROD1040,Important,Clothing,1067,1,28430,2024-08-25
PROD1040,Important,Clothing,1217,10,48788,2024-06-18
PROD1040,Important,Clothing,1225,6,27138,2024-06-16
PROD1040,Important,Clothing,1376,6,19365,2025-05-14
PROD1040,Important,Clothing,1386,7,9701,2025-04-17
PROD1040,Important,Clothing,1503,1,44883,2024-09-19
PROD1040,Important,Clothing,1515,8,14394,2025-05-07
PROD1040,Important,Clothing,1658,3,19761,2023-11-28
PROD1040,Important,Clothing,1684,7,51254,2025-03-20
PROD1040,Important,Clothing,1698,9,10781,2025-02-14
PROD1040,Important,Clothing,1722,5,38386,2024-07-04
PROD1040,Important,Clothing,1749,1,29793,2024-11-20
PROD1040,Important,Clothing,1778,1,22292,2023-07-14
PROD1040,Important,Clothing,1810,9,64495,2024-02-03
PROD1040,Important,Clothing,1872,3,55284,2025-04-22
PROD1041,Improve,Home,1245,6,48027,2025-01-06
PROD1041,Improve,Home,1260,6,39408,2024-03-27
PROD1041,Improve,Home,1541,3,41241,2025-06-23
PROD1041,Improve,Home,1585,3,65862,2025-03-19
PROD1041,Improve,Home,1656,4,37884,2024-01-05
PROD1041,Improve,Home,1682,10,59830,2025-01-19
PROD1041,Improve,Home,1691,6,67972,2024-03-19
PROD1041,Improve,Home,1742,1,21828,2024-05-05
PROD1041,Improve,Home,1782,5,49469,2024-05-29
PROD1041,Improve,Home,1857,4,8492,2025-02-25
PROD1041,Improve,Home,1928,7,43482,2024-06-05
PROD1041,Improve,Home,2000,4,9361,2024-11-06
PROD1042,Pick,Home,1125,6,18667,2024-12-17
PROD1042,Pick,Home,1487,2,27168,2024-08-14
PROD1042,Pick,Home,1675,3,39450,2024-03-08
PROD1042,Pick,Home,1685,4,49164,2024-03-30
PROD1042,Pick,Home,1723,5,60894,2024-06-16
PROD1042,Pick,Home,1833,1,51157,2024-11-03
PROD1042,Pick,Home,1842,6,11559,2024-04-28
PROD1042,Pick,Home,1963,9,27337,2025-04-14
PROD1042,Pick,Home,1988,6,61863,2025-01-12
PROD1043,From,Clothing,1071,2,20820,2023-07-09
PROD1043,From,Clothing,1164,9,7339,2023-07-13
PROD1043,From,Clothing,1264,4,17268,2024-04-09
PROD1043,From,Clothing,1615,1,33105,2024-09-20
PROD1043,From,Clothing,1621,7,706,2024-01-30
PROD1043,From,Clothing,1797,4,15331,2024-05-31
PROD1043,From,Clothing,1836,3,50620,2023-09-05
PROD1043,From,Clothing,1859,4,33228,2024-01-28
PROD1043,From,Clothing,1883,3,40437,2024-01-02
PROD1043,From,Clothing,1999,3,20818,2023-11-26
PROD1044,Result,Home,1019,9,50901,2023-07-04
PROD1044,Result,Home,1139,1,53923,2024-12-25
PROD1044,Result,Home,1151,9,34079,2024-02-15
PROD1044,Result,Home,1229,10,35235,2023-11-20
PROD1044,Result,Home,1471,9,43986,2023-10-11
PROD1044,Result,Home,1542,10,10173,2024-10-12
PROD1044,Result,Home,1573,3,56527,2023-09-12
PROD1044,Result,Home,1642,4,53086,2024-09-19
PROD1044,Result,Home,1693,6,36123,2025-04-28
PROD1044,Result,Home,1753,4,44180,2023-12-04
PROD1044,Result,Home,1917,6,63855,2024-04-06
PROD1044,Result,Home,1938,9,22696,2025-06-17
PROD1045,News,Home,1033,4,5135,2024-05-06
PROD1045,News,Home,1043,4,3070,2023-12-03
PROD1045,News,Home,1201,6,54484,2024-11-10
PROD1045,News,Home,1276,3,21909,2024-12-17
PROD1045,News,Home,1493,4,21008,2025-01-25
PROD1045,News,Home,1595,3,13256,2024-04-22
PROD1045,News,Home,1790,3,45329,2024-05-16
PROD1045,News,Home,1937,8,65778,2023-07-13
PROD1045,News,Home,1985,1,52138,2025-01-14
PROD1046,Serious,Clothing,1054,8,58520,2023-09-11
PROD1046,Serious,Clothing,1117,7,45596,2025-04-25
PROD1046,Serious,Clothing,1312,4,22464,2024-10-13
PROD1046,Serious,Clothing,1510,1,67934,2025-02-24
PROD1046,Serious,Clothing,1599,2,33217,2023-10-15
PROD1046,Serious,Clothing,1646,5,16453,2024-02-18
PROD1046,Serious,Clothing,1665,5,30573,2025-03-03
PROD1046,Serious,Clothing,1840,1,35052,2025-06-20
PROD1046,Serious,Clothing,1914,2,60364,2024-01-31
PROD1047,Less,Home,1147,7,9987,2025-02-10
PROD1047,Less,Home,1223,9,38132,2023-08-06
PROD1047,Less,Home,1271,1,54566,2025-06-06
PROD1047,Less,Home,1461,1,19774,2024-11-21
PROD1047,Less,Home,1699,1,29854,2024-12-06
PROD1047,Less,Home,1712,9,29153,2024-03-29
PROD1047,Less,Home,1739,4,40209,2024-09-23
PROD1047,Less,Home,1866,6,34795,2024-08-16
PROD1047,Less,Home,1942,7,28587,2024-02-09
PROD1047,Less,Home,1953,6,17915,2024-05-08
PROD1048,Order,Electronics,1123,2,60924,2025-01-02
PROD1048,Order,Electronics,1819,6,42727,2023-09-15
PROD1048,Order,Electronics,1899,9,34246,2025-06-12
PROD1048,Order,Electronics,1933,9,51690,2024-11-24
PROD1048,Order,Electronics,1965,10,58661,2024-08-25
PROD1049,Cut,Electronics,1015,4,69906,2024-06-05
PROD1049,Cut,Electronics,1068,7,58163,2024-01-18
PROD1049,Cut,Electronics,1109,5,51531,2024-08-10
PROD1049,Cut,Electronics,1436,7,15852,2024-08-13
PROD1049,Cut,Electronics,1546,6,7847,2024-04-25
PROD1049,Cut,Electronics,1568,6,3128,2024-12-27
PROD1049,Cut,Electronics,1575,9,21964,2024-02-23
PROD1049,Cut,Electronics,1700,5,45414,2024-10-18
PROD1049,Cut,Electronics,1708,7,4698,2023-09-11
PROD1049,Cut,Electronics,1760,5,46578,2024-12-22
PROD1049,Cut,Electronics,1870,10,34454,2024-03-18
PROD1049,Cut,Electronics,1882,9,28062,2024-10-14
PROD1049,Cut,Electronics,1957,5,16816,2024-11-28
PROD1050,Growth,Home,1108,4,28510,2025-01-05
PROD1050,Growth,Home,1154,6,58855,2023-12-12
PROD1050,Growth,Home,1211,4,22165,2024-04-28
PROD1050,Growth,Home,1324,10,11571,2025-05-18
PROD1050,Growth,Home,1410,2,31003,2024-12-21
PROD1050,Growth,Home,1441,8,50576,2025-02-18
PROD1050,Growth,Home,1454,7,12369,2024-10-19
PROD1050,Growth,Home,1565,10,1984,2025-04-08
PROD1050,Growth,Home,1601,3,12136,2025-02-27
PROD1050,Growth,Home,1652,6,16305,2025-05-15
PROD1050,Growth,Home,1687,8,65012,2024-01-27
PROD1050,Growth,Home,1755,1,57293,2024-03-20
PROD1051,Choice,Home,1189,10,42288,2025-05-11
PROD1051,Choice,Home,1231,3,60322,2024-08-23
PROD1051,Choice,Home,1250,8,11813,2023-10-06
PROD1051,Choice,Home,1445,3,62396,2024-08-27
